"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 31 13:34:02 GMT 2023","Mon Jul 31 13:34:02 GMT 2023","286","","Validar o enpoint POST /list","","Validar o enpoint POST /list","Validar criação de uma lista com sucesso","Validar criação de uma lista com sucesso",""
"passed","Mon Jul 31 13:34:05 GMT 2023","Mon Jul 31 13:34:05 GMT 2023","121","","Validar o enpoint DELETE /list/{list_id}","","Validar o enpoint DELETE /list/{list_id}","Validar exclusão de uma lista com sucesso","Validar exclusão de uma lista com sucesso",""
"passed","Mon Jul 31 13:33:57 GMT 2023","Mon Jul 31 13:33:57 GMT 2023","184","","Validar o endpoint POST /list/add_movie","","Validar o endpoint POST /list/add_movie","Validar erro ao adicionar o filme sem estar autorizado","Validar erro ao adicionar o filme sem estar autorizado",""
"passed","Mon Jul 31 13:34:10 GMT 2023","Mon Jul 31 13:34:10 GMT 2023","245","","Validar o endpoint POST /list/{list_id}/remove_item","","Validar o endpoint POST /list/{list_id}/remove_item","Validar remoção de filme da lista com sucesso","Validar remoção de filme da lista com sucesso",""
"passed","Mon Jul 31 13:34:10 GMT 2023","Mon Jul 31 13:34:11 GMT 2023","242","","Validar o endpoint POST /list/{list_id}/remove_item","","Validar o endpoint POST /list/{list_id}/remove_item","Validar erro ao remover um filme que não está contido na lista","Validar erro ao remover um filme que não está contido na lista",""
"passed","Mon Jul 31 13:34:08 GMT 2023","Mon Jul 31 13:34:08 GMT 2023","351","","Validar o endpoint /list/{list_id}","","Validar o endpoint /list/{list_id}","Validar o método GET","Validar o método GET",""
"passed","Mon Jul 31 13:33:56 GMT 2023","Mon Jul 31 13:33:57 GMT 2023","202","","Validar o endpoint POST /list/add_movie","","Validar o endpoint POST /list/add_movie","Validar adição de filme na lista com sucesso","Validar adição de filme na lista com sucesso",""
"passed","Mon Jul 31 13:33:57 GMT 2023","Mon Jul 31 13:33:57 GMT 2023","324","","Validar o endpoint POST /list/add_movie","","Validar o endpoint POST /list/add_movie","Validar erro ao tentar adicionar o mesmo filme mais de uma vez","Validar erro ao tentar adicionar o mesmo filme mais de uma vez",""
"passed","Mon Jul 31 13:34:11 GMT 2023","Mon Jul 31 13:34:11 GMT 2023","246","","Validar o endpoint POST /list/{list_id}/remove_item","","Validar o endpoint POST /list/{list_id}/remove_item","Validar erro ao remover um filme sem estar com o token de autorização","Validar erro ao remover um filme sem estar com o token de autorização",""
"passed","Mon Jul 31 13:33:57 GMT 2023","Mon Jul 31 13:33:57 GMT 2023","268","","Validar o endpoint POST /list/add_movie","","Validar o endpoint POST /list/add_movie","Validar erro ao adicionar filme inválido","Validar erro ao adicionar filme inválido",""
"passed","Mon Jul 31 13:33:54 GMT 2023","Mon Jul 31 13:33:54 GMT 2023","217","","Validar o endpoint account/{account_id}/lists","","Validar o endpoint account/{account_id}/lists","Validar o método GET","Validar o método GET",""
"passed","Mon Jul 31 13:33:59 GMT 2023","Mon Jul 31 13:34:00 GMT 2023","364","","Validar o endpoint POST /list/{list_id}/clear","","Validar o endpoint POST /list/{list_id}/clear","Validar limpar a lista com sucesso","Validar limpar a lista com sucesso",""
